comment,label,label_class
Can you guys make one based on race please. And help me understand why the economic situation is so bad for many black communities,1,0
There a lots of other factors you skipped over. Women typically work fewer overtime hours and use more of their vacation and sick days. The whole wage gap basically boils down to the choices people make and not their gender.,2,0
"Dislike because they did a great job dismantling the wage gap then said it still exists. It is a minor difference that can be explained by mentality and willingness to negotiate pay. Not a GAP perpetuated by woman-hating capitalists, just a difference that occurs because of many factors, factors almost entirely based on personal choice.",2,0
There are so many wrong logical pathways in this video. Email me at bmartin014a2@gmail.com so we can talk about it.,2,0
"The ""Factual Feminist"" here on YouTube did an entire series on why this ""wage gap"" is basically just a statistical variance in how people choose what to do with their lives. Women are not at all interested in dangerous, dirty, disgusting professions like sewage and mining and construction. These do not appeal to women at all. They would rather have a fun, safe, low-paying job than a miserable, dangerous, high-paying job. Men are the sacrificial laborers of our society, and we pay them significantly more than women because of that. That is also why women take on the dominant role in the household: because the man is more likely to die, and it mitigates the damage to the home if he does. These could be socially constructed things, or just pure evolutionary necessity. Either way, the wage gap doesn't tell any of the story. It's just a statistic that keeps getting repeated over and over again with no context.",3,0
1 out of 7 people are feminists.,1,0
"These dumb triggered feminist need to stop talking about the wage gap.there is literally a law that you can not pay someone less based on there sex,race,and religion.",2,0
This is the reason why women still from men I lost 300 dollars and found it in my gf drawer I dumped her,2,0
He wrote what economists were saying in the '60s.,1,0
maybe because men are going out of their way to work constantly and goes to work despite being hurt or sick. they're natural leaders. and they're always trying to do the best. women have the potential they just don't go for the job that men go for.,3,0
I don't see gender so there is no wage gap.,2,0
"the gender wage gap has been disproven a million times by a million different people, including economists, independent researchers and even the government. The only reason that it appears this way in some studies is because the studies are not done correctly. Rather than look at the average pay for people working the same hours at the same job at the same company, and the only variable being gender, the look at the total amount of money earned by women and men in the united states, which is not how you do statistics. This is because it does not include the types of jobs people from the two genders are choosing, for example the STEM fields which pay among the highest salaries are almost solely male, despite the colleges trying to convince women to go into STEM for many many years. The mainly female dominated industries are things like childcare, cosmetics and social studies which do not pay anywhere near as much as the male dominated STEM fields and other male dominated areas. Please stop spouting the third wave feminist nonsense as fact, because it's objectively not.",2,0
"There is wage gap because men is doing better. Not because of discrimination For same job, experience and hours of work, women gets payed same as men",2,0
They miss it because it does not exist,2,0
It's literally factually incorrect.,2,0
What feminist don't get about the wage gap it doesn't exist,2,0
Damn Vox back it again with cherry picked statistics.,2,0
if they want to earn more money then maybe they shouldn't have had a kid in the first place,3,0
To those who think it's fake: THIS AUDIENCE ISN'T GOING TO BE RESPONSIVE TO YOUR IDEAS!!!!!!!!!! Go throw your privilege around somewhere else,2,0
Okay yes but how about modeling? Women make much more than men do...,1,0
"when comparing a male and female nurse, yes the male nurse is paid 18% more. This is because the male has more qualifications. The reason? Male nurses gravitate to the best paying nursing specialties; work longer hours; and find jobs in cities with the highest compensation (aka the willing to relocate). career choices and educational differences explain most, if not all, the gender gap in nursing.",2,0
make men have children / walk around with a bowling ball up their ass problem solved,5,1
of course...explained by a feminist.,2,0
"In all of those Pew Research Center studies, in all but 1, Men did equal or more work than mothers",2,0
"Hours should not be made more flexible, women just need to be better at managing their time, along with men taking an equal share of parenting responsibilities. Work is work for a reason, you are there because that's when/how your employer needs you to be.",2,0
The accent of this person makes it very difficult to take this seriously,3,0
wow as a conservative I expected to dislike the video from Vox... this wasn't too bad!,1,0
"Thank you, but I have to LOLz at the fact that they had to make a woman covered this story to prevent ppl from just screaming SEXIST pigs.",2,0
Just came here to say there are only 2 genders,5,1
Women want the world to change to be easier and more flexible for them while men go and do their job no matter how hard it is. This is the attitude that is earning you less money.,3,0
"So they're payed the same but more men work than women because they have babies and stuff? Well, that's good for me",2,0
Let me show use feminist tactics to turn this around. It is so unfair that women get to spend more time taking care of and influencing the small minds of the children while the man has to work disproportionally longer and offer hours at work only to bring more money home that is spent on the family. There is a working and family time gape in this country and we need to stop it!!!! lolwut,3,0
i feel like there is a natural inclination for woman to take care of kids more than men. When you look in nature its typically the females that look after the new borns. I know humans are different than birds but its interesting.,2,0
Basically they are saying leave it up to the men and stay at the house,2,0
I just want to know the song used in the background ....,1,0
Seed gender in title TRIGGERED,3,0
Wouldn't it be much more risky for a business to pay women less money and therefore more costly. If you don't work as much or do difficult jobs.....well of course your not getting paid as much. You can either work like a man (all the time) or have kids. Stop being selfish telling yourself you can have it all.,3,0
"great job, very well explained, i see no ""hard manual"" job in those studies...wonder why",2,0
i wonder how many of these petulant man children in the comments actually watched the video to realise that their bickering is pointless and irrelevant to what is being presented here.,2,0
"Her vocal fry, is so extreme..",1,0
"You didn't take into account the ""dirty jobs"" like Garbage Collectors, or high risk jobs like police or firefighter... Women don't want to do these jobs, and the high salary of these jobs due to how gross and how dangerous they are make the gap bigger. Men are more willing to take life threatening jobs than women, just because they pay more and help them support their families. Is also why of every 10 work related deaths, 9 of them are men.",2,0
"Lol than hire only women! Srsly guys, the girls in my office are always looking to cut corners. Male co-workers work harder.",3,0
"So if there's anything I got from this, it's that men are lazy and leave the mothers to take care of the children so they make less money. Right? Am I right?",2,0
"1) I love how you advocate flexible hours rather than ideally having men and women hold the same responsibilities at home. Because men just can't do it. 2) But the comments section still manage to be an argument of how the problem doesn't exist -.- I guess it really makes sense then, that my mother and her sisters make a lot more than their husbands. Because they work in jobs with flexible hours. As a result, they have to work a lot harder though.",1,0
wtf 400k dollars of wage? omg,1,0
"Does Vox realise that its main points disproved the theory of the wage gap completely? I tried to sit here for half an hour to collect counter arguments to all your points, considering that people in the comments are arguing that people didn't watch the video. I managed to cut it down to a few points. 1. Your statistics in a few areas only correlated to certain fields of work (E.G business). This creates a misleading argument. In the statement you made you also did not reveal the ratio of men - women in the graduate pool, so its very difficult to accurately say that ""men had higher salaries out the gate"". Do you mean on average or in the whole? What jobs did they take? With what companies? This doesn't account for peoples choices out of school. (ARGUMENT: ""looked at thousands of men and women who graduated from 1990 - 2006"" ""Men earned more out the gate"") 2. It's a fact that many years ago, women were actively payed LESS than men for the same jobs. Its completely ridiculous that you are using arguments from 1973 all the way back to 1948. I mean really?! 1948?! The difference begins shrinking because of pay equality you absolute morons! As they approach their 50's and 60's was moving into a time where sexism in the workplace was actively being tackled. Pay was becoming equal, so of course the gap closed. It really has nothing to do with pregnancy at this point. (ARGUMENT: 1:25. ""If you look at women born 1973.... Same thing for women 1968... 1948....) 3. If you do want to argue pregnancy: In a relationship it is two peoples choices to have a child. Having a child has consequences, good and bad. You have a child you work less to take care of that child. Perhaps women do take on a disproportionate share of responsibilities, but it is up too the people in the relationship to decide who does what. We have maternity leave for a reason for both Male and Females. (ARGUMENT: 2:10) 4. These statistics dont take into account the actual jobs themselves. Its illegal to pay women less, these statistics and the way you are phrasing them are misleading. Stop saying the word PAY. Women aren't PAYED less. They earn less yearly because of their choices in the job. (ARGUMENT: 2:45) 7. If you dont show up for work, or can't work the same hours as a man you are not going to be payed as much. I dont care if your pregnant. I dont care if you are lazy. You dont show up, you dont get payed. You are contradicting yourself because it sounds like you are saying, Women have children which force them to have time off but we should make jobs more flexible for them. If you choose a job with less flexible hours thats a choice you made. Society doesn't have too pander to fit your every need. (ARGUMENT: Some jobs require really specific hours"" ""not available to her clients when they need her"". 3:30) I could go on but this is boring now. Your still citing statistics from the 1970s to fit whatever agenda you are pushing in 2017. So congratz, if you wanted too prove that the wage gap only happens now, because women work less hours, you did it. Women aren't paid less than men, so too call it a wage gap is totally misleading. Women get the same salary as man. Women earn less than men yearly on the whole because of their choices, jobs, hours, etc. This entire video was confusing and misleading. It sounded like you were saying women are payed less, then you were saying they weren't, but all i took out of it was that ""in order to shrink the wage gap we need to make jobs more flexable for women"". The simple answer is NO.",2,0
The biggest thing people miss is that the wage gap is complete bollocks,2,0
"Awesome video, Vox. This is infinitely better than that ridiculous entertainment-news-style video from a few weeks ago. This is fair, balanced, and factual.",2,0
Stop calling it a 'wage gap' it's not a 'wage gap' you haven't measured wages you've measured earnings .,1,0
Nope. Nope to all facts. Racism and sexism are the reason for everything in the world.,1,0
"Literally the ad before this video was ""degree for women"" and had some girl in a suit prepping in front of the mirror going to confront her boss about her male colleague making more than her, and then it ended with a slogan about ""closing the wage gap"". This was a good video, but I wish you had been more critical of the major public figures who purport the wage gap to be something it fundamentally it is not (overt discrimination against women), when it's more about lifestyle choices.",2,0
"I don't understand why people want mothers to work and fathers to care for children. There is a **reason** that these so-called “gender roles” have developed and it is the simple fact that men and women differ biologically. Women, on average, do a much better job with child rearing than men. On the other hand, men, on average, are willing to sacrifice almost everything for their families financial stability. I've seen women throw it all away to be mothers and I've seen men throw themselves into work to support their families, at the cost of rarely being with them. The happiest families are those who find a happy medium, but the woman should be the caregiver and the man the breadwinner. That's just how it works.",2,0
"What Vox is really trying to tell is that Women should get more than their Male counterparts even if they are in the office or not, whether they leave the office early or not present when clients need them. Instead they should be paid for staying home.Fantastic thinking Vox.",2,0
i can't wait to be a stay at home dad! let the women do the work for a change 😂,2,0
"Getting there, Vox.",1,0
"In other words, women have more privilege, flexibility and choice and can achieve a life/work balance. Men simply have less workplace rights and have to work more than women. Women don't need to work as much as men because quite often, men support their partners lifestyle choices. If you want the wage gap to disappear, let's stop putting the responsibility on men to pay for everything, and let's give them equal workplace rights, paternity leave and retirement age.",2,0
I don't feel sorry for these actresses in Hollywood where they make millions.,2,0
Stop living in lala land get stem degree its the easier degree and 2 ndly ladies Pick ur spouses wisely and know how many kids u want ....,2,0
"There is no ""wage"" gap, there is however an EARNINGS gap, as people who do the same job with the same credentials tend to get paid the same amount, because regardless of the business owner, they want to maximize profits and thus pay their employees as little as possible while still retaining more skilled individuals. However if Billy works 50 hour weeks, and Mandy works 40 hour weeks, one will make more initially, and be more likely to receive promotions in the future which results in better wages and thus even greater earnings down the line. This is the jist of what many purposefully mislabel as the ""wage"" gap, as a wage is the rate one is paid hourly, not what you earn over a specific amount of time including non-work hours, that is what we call EARNINGS.",2,0
The only thing worse than SJWs are Anti-SJWs. (incoming *triggered* Anti-SJWs)﻿,2,0
It doesn't exists. That's all.,2,0
"What do you tell a woman with one black eye?.. Nothing, you already told her once. What do you tell a woman with two black eyes? Nothing, you already told her twice.",5,1
"this is all evidence towards that women are earning less because of their work place decisions, not because of a apparent societal stigma against woman",2,0
"It's pretty simple. Different job, different pay. You want a higher paying job? Work for it. It's illegal to pay someone lower because of their gender.",2,0
I've been telling people that 79 cent bullshit is a totally misleading statistic for years,2,0
So the wage gap is a product of individual life choices playing out differently for men and women because of sexual dimorphism? Who knew?,2,0
"This is one of the first good videos on the wage gap I've seen. It shows that the gap isn't due to company's being sexist, but infact due to the types of jobs men and women tend to take.",2,0
This why I'm Christian. I believe the woman does hard work taking care of the family while the father is at work to get all the supplies.,3,0
That it's fake? Is that the secret?,2,0
If the wage gap was true don't you think businesses would only hire women because they could pay them less...,2,0
"The information shown in this video doesn't account for how women are more unlikely to not work over time, more likely are to take time off work, and how women are more likely to follow their time scheduled for work while men are more likely to be their when the company needs them/ calls them in (companies pay more for employees who are able to do this). Women also own the majority in in four of the five lowest paying majors, Women are also less likely to take jobs involving risk and are less competitive in the work force. The video is correct in how most statistics that show a pay gap don't show the factors, yet neither does theirs, there are more factors involved then what the video has told you and what I have stated. The video does not give a full synopsis on the wage gap.",2,0
"URRGH! If the gender pay-gap existed the way a western 3rd wave feminist would want you to believe with their feels over facts logic, don't you think employers would hire more women and less men?",2,0
Wage gap doesn't exist!,2,0
men don't take women studies...,2,0
"My experience has been that I find a greater majority of men at an executive level than women, but I see far more women at middle management roles. There will be a trend shift as women take on more and more executive roles - it seems inevitable.",1,0
what about how the wage gap affects people of color?,1,0
Thanks for coalescing all the research. It paints a pretty comprehensive picture.,1,0
"You forget about the amount of risk taking that men tent do take, which yields results in business and either get's you and your company richer or fired. Every woman I know in the field of business or politics tends to play it safe. That is effective, but also affects the wage gap in business a whole lot. I also wonder about the statistics of demanding a raise look like.",2,0
"Most men lack the orderliness and patience needed for child care so women are often relegated voluntarily or involuntarily for domestic work. It is sad thing that male humans are evolutionary weak in parenting when some birds, fish and amphibians show good male nest-keeping and parenting.",2,0
TLDR Women can't turn up to work on time,3,0
I'll be damned. A quality video from Vox,1,0
are you aware of babysitters ?,2,0
How to stop the wage gap: just never have children.,2,0
"Honestly, at one point it was $0.75c, then $0.82c now $0.79c. Make up your damn mind",1,0
"1:09 Men were earning $400k and women were earning 60% less.. $250k. Now correct me if I'm wrong, but isn't that 37.5% less?",1,0
The data is from between 10-26 years ago. You can't apply that to the current day and call it a fair comparison.,1,0
wow women have kids and do child bearing?!! What?! it kind of seems like women are naturally inclined to be better at taking care of kids,3,0
What people miss about the Wage Gap it doesn't exist,2,0
"So many idiots. The wage gap does exist. However that's just a statistic. Women don't pick the same jobs as men. Therefore they get paid less. Posting comments saying the video is sexist are retarded. So are the ""ironic"" comments saying it doesn't exist. Like Jesus. Look at the dislikes. It's just a statistic.",2,0
"wage gap isent a thing, comparing all the avrg of all men and all women what you actualy get is a representation of how strong the difrence between the rich and the poor is. lets say 1000 people from group x get to earn 2000 a month. another group of 800 people caled group y earn 2000 aswell, yet 150 of those do not have eny income and 50 of those have an income of 10000. now you have a group in wich the avrg earning for 800 people is 2000 and 200 people in this group wherefor the avrg earning is 2500. now you have an avrg of something around 2100 for group y. so yes, on avrg group x will earn les then group y, but do you realy want to be a part of group y where you have a 7.5% chance to end up in poverty and posibly die of starvation at the off chance of 2.5% where you might earn more money as you can spend? on top of that you have to take into acount that those who are earning 10000 a month probably are giving up the chance of a personal life starting from there 20's to there 50's. now so lets say you dont want to be a part of this group that gives up everything to earn money. now you are just stuck with a 8.75% chance to end up in poverty. and a 91.25% chance to earn a living. unlike the 100% chance to earn a living. So you tell me, would you rather be a part of group x or y? I know what my answer will be. I would like to be part of group x and on avrg earn les then group y. This btw isent taking into acount chance of having an acident with permanent disability, working conditions and all other kinds of bs u whud rather not deal with.",2,0
Christina hoff sommers does a 100000000000000000% better job of explaining this lol.,2,0
Just don't read the comments....,1,0
"There is no wage gap, there is an earnings gap though but that is entierly up to the induvidual. It is illegal to pay women or men less based on their sex, so if someone is being paid less and can prove it is because she is a woman or because he is a man then take it to court and sue their asses.",2,0
TLDW: Women earn less money than men because they work fewer hours.,2,0
There is no wage gap...,2,0
"WHY DON'T THEY EVER EXPLAIN THAT THEY ARE COMPARING APPLES TO ORANGES??? *YOU HAVE TO COMPARE THE EXACT JOBS AGAINST EACH OTHER, INSTEAD OFF COMPARING JOB TITLES*",2,0
The gender pay gap is EASILY disproved by - 1. The *equal pay act of 1963* is a thing and if some one was breaking it and paying women less they would get sued and shut down Thats all you need to disprove it,1,0
"Actually in the homecare in Middle East female nurses are sought after and paid more than their male counterparts, but I'm not here protesting GENDER WAGE GAP. It's a free market out there, there is great demand and few supply for female nurses due to the local culture and tradition of Islam of the middle East. Companies normally compete in the free market, one can't easily change that culture. Likewise in the western culture, you'll be paid for what you could PHYSICALLY (that includes long OT AND ) offer more than your counterpart be it a male or female. I would want a firewoman to have a salary, someone that could carry me and bring me yo safety. If your SMART enough to rake more profit to the company.. then its just common sense.. I wonder how many women would want to work in a sewer.",2,0
Bruh why not JUST hire wamen?,1,0
"woman that want to be great business women and raise great kids realize they can only do one or the other, so they work less hours, simple as that. Oh, and men choose more dangerous but higher paying jobs like construction, plumbing (risk of infection or ruining someone's property) etc.",2,0
"If the wage gap is caused by women having babies, then that means the mothers will be taking care of the baby while the husband is making the money for the family(unless, of course they are a single mom with all 3 kids because it's incredibly difficult for a man to get custody of even 1 of their kids) Why are all these self entitled brats waging a war in society about ""rights""",2,0
"If businesses and companies pay women 77 cents for every dollar a man makes, wouldn't employers only hire women so they can save money on labor costs?",2,0
Thought it was illegal to pay women less or more than a men,1,0
Has any research been done on single men and women/couple without children about this particular topic?,1,0
Taking care of sick kids is only 99%,1,0
Soo not completing the same amount of hours is not the same as not getting the same payment.its a few flaws in this agreement especially towards the end when they discuss how women don't work hours because of personal factors .,2,0
"I don't understand. We should make more jobs more flexible, which may or may not be beneficial or cost effective, because it looks better on a graph?",1,0
If the wage gap is real then why aren't majority of the world's companies hire women only? Women are cheap right? Therefore companies would be hiring only them. #checkmatefeminazis,3,0
"This and the fact that we as a species subconsciously discriminate based on a lot of factors is why we think there is a huge inequality. An employer will pick a tall guy over a short one, a skinny girl over a fat one, a man over a woman, etc. it doesn't necessarily mean inequality.",1,0
"isnt wage paid according to the service you give?! men are paid more in some jobs because they provide more service and customer satisfaction in these jobs so they have to earn more. i think that makes sense. it also explains why female models are paid more than male models. the answer is simple, the female models have a higher service satisfaction ratio than their male counterparts. so why all the fuss?! i wonder?",2,0
There is no gender wage gap.,2,0
"Another way to close the wage gap, across the board, is to have both parents take on a more equal share of domestic responsibilities.",1,0
You do you lady........you do you,1,0
"I hate vox, but this is probably their most unbiased video ever made. So I will give it it a like in my mind. A real like? hell no!",1,0
"Yeah, men should take more pregnancy breaks... wait no... but they should spend more time at home breastfeeding the kids... hold on... it's almost like women are biologically designed as caretakers for children! Also, did you ever consider that the pay gap isn't meant to be closed? Maybe women will always be less competitive. Maybe women will always want to have kids. Maybe women will always prefer jobs like teaching kindergarten, while men prefer jobs like particle physics.",5,1
This is why paternal leave is important 👍🏾,1,0
"Finally, not a feminazi",3,0
There is no wage gap in general same job = same payment,2,0
"People, there is a gap between men and women when it comes to wages. It isn't there because of discrimination but it is there at least. Stop saying it doesn't exist. That is just not true.",2,0
"""The Equal Pay Act of 1963 is a United States labor law amending the Fair Labor Standards Act, aimed at abolishing wage disparity based on sex (see Gender pay gap). It was signed into law on June 10, 1963, by John F. Kennedy as part of his New Frontier Program"" (Wikipedia). I'm glad the wage gap doesn't exist, There's my evidence.",1,0
Go to last week tonight Jone oliver He explained a little better i could understand him more,1,0
so everything boils down to flexible schedules... ok.,1,0
I'm surprised Vox would put out a video without a political agenda......what is this sorcery?!,1,0
I can assume that half of you lames didn't even finish watching the video before commenting.,2,0
"well, people shouldn't assume that a woman is confined by hours and household responsibilities or future child bearing responsibilities. it is not for all women.",1,0
"Nice sensible video for once, good arguments make for a healthier debate instead of uneducated fools running their mouths.",1,0
you guys didnt mention that women take more time of and more vacations,2,0
How can there possibly be anything we're missing? I mean every time we ask a question we're told it's absolute truth and we're terrible people.,1,0
In essence blames childrearing with the assessment that women do most of the work there with men slacking. Doesn't sound like news to me. Also doesn't sound correct. Sounds more like a basic explanation that appeals to those who believe in traditional male and female roles based upon a male dominated society where women are tasked with taking care of the kids.,2,0
Why are all the studys from the 70's? does that reflect our society today? don't think so,1,0
It's not because you're lazy Jays just have different priorities in life they're taking time off of work to raise kids and do special things with them when men tend to stay and work to make money that's not sexist that's just a fact,2,0
"an easy solution is an equal maternity and paternity leave... then the comparison in the SAME occupational field between men and women would be equal, right?",1,0
"Yes! the wage gap exists, but not because of injustice or discrimination. People in free capitalist societies are free to do whatever they want. Women and men make different choices in life, and so they earn different medium wages. Since this is not an issue, why do we need to address it? Why do we need to close the wage gap when this is the result of individual freedom?",2,0
there is no gap per hour worked as most people are lead to believe. This video was sort of half admitting this but never was it mentioned that same job per hour worked is going to be the same amount of pay. In aus industries have to abide by e.b.a's or enterprise business agreement which means who ever you are you get a set amount per hour this however does not apply to small businesses like a local fish and chips shop or something,2,0
"NO, NO it's NOT! I make more than at least 90% of men in my office and I had a child! So, I'm calling BULLSHIT!!!",2,0
There isn't a wage gap,2,0
"I wish I earned 150, 000 out of college",1,0
Can't wait to see all the angry commenters 🙄,1,0
Considering the wage gap doesn't exist I don't see what there is to see.,2,0
"They always state .79 cents per dollar, leading everyone to assume that it's an ""hourly calculation. They NEVER say that it's an annual amount and NOT HOURLY. The reality of the situation is that, for a multitude of various reasons, women work less hours, on average, annually than men. That's not an opinion, or an assumption. That's the pure, raw data.",2,0
"Ah so close! you almost had it vox, maybe next time.",2,0
THERE IS NO GENDER WAGE GAP ANYMORE.,2,0
What wage gap? There is none.,2,0
if there is a wage gap why aren't companies hiring woman instead of men,2,0
"Great to see this awesome data assumes everyone does exactly the same job in the 'business', 'science' and 'tech' sectors.",2,0
"Given the information presented here, sounds to me like the only true way to close the gap in the workplace is to close the gap at home.",1,0
Equal Pay Act of 1963 and Title VII of the Civil Rights Act of 1964 makes the pay gap illegal,1,0
"The wage gap isn't real. There hasn't ever been a study that proves it's real that takes into account education, years worked, experience, hours worked, maternity leave, and OT. The only study that was conducted showed that women fresh out of college made more than men who were fresh out of college",2,0
Lot of angry feminists here,2,0
"The solution shouldn't be ""get jobs with more flexible hours"", it should be redistributing the household chores equally between men and women.",1,0
If Women get payed less why would companies just hire women? They will make more profits that way,2,0
There is no gender wage gap,2,0
"what's the point if both men and women work extra hours to feed and educate their kids, pay their college, mortgage and or rent... even income becomes equal or heck, if women earn more, which in the not very far future- they will- the average person will end up on the dead end of life.",2,0
"This video explains it so good. Gender Wage Gap has nothing to do with sexism, racism, fatshaming or whatever idiotic stuff modern feminist whales come up with...",2,0
"Summary: Women, get off your ass and get an education so you can get paid the same",3,0
"*Men make up 94% of workplace deaths and suicides.* But we aren't arguing to close that gargantuan gap are we? In addition, *the wage gap is irrelevant*, as despite ‘earning' less, women control more money than men. Men earn 61.5% of all income, but only account for 25% of domestic spending. Men only spend 40% of what they earn after tax. In contrast, women make up 38.5% of all income, but control 75% of domestic spending, meaning women *on average spend 90% more money than they earn*. 3rd wave feminism is a joke..",2,0
did not mention job risks at all....,1,0
"I understand it's kind of a ""trend"" right now, but it's really annoying the more you hear it... Women are purposefully making a raspy swing in their voice when they are speaking. The California rasp. It's psychologically a way to show the woman doesn't feel comfortable sharing what she's saying.The vocal tone is slow, disengaging, and tired. Kim Kardashian and her siblings are great examples of it. Unfortunately the woman in this video sharing important information is doing it... :( Look up the term ""Vocal Fry""...",2,0
"If the wage gap exist, why would businesses hire more men if they could pay women less? If you could get away with this ""79 cents to dollar"" crap then wouldn't all the women be hired first?",2,0
This is what Americans waste their time and mind power on?,2,0
"or you can just look at individuals and find that its all about individual life choices and not a conspiracy against women. you can compare the salaries of men and there will be differences as well. and as far as the baby stuff, that is a choice you make not society keeping you down. its a choice i made. im a stay at home dad. is this society sexist against men because when i rejoin the work force i wont be making as much as those who stayed in it.",2,0
why so many dislikes?,1,0
you do overlook one fact though. the reason women keep taking on the majority of child raising is because the state gives the woman all the power and money and women have better protection for flexible working than men.,2,0
If women would stop breeding they would be able to climb the income gap. It is children that put you in poverty.,2,0
"woah, a balanced PoV, how refreshing",1,0
just FYI mens rights activists are pushing for more fathers rights. if feminists just helped out more to push this type of thinking. perhaps you would not have such a problem. but right now fathers are more conerned about even takeing their children to a park and being a parent incase they get called out for being a pedo. :/,2,0
"This video didn't really prove a point or make any points at all. Out of the men and women who took that business degree the men probably would have gone on to take jobs such as a stockbroker or a corporate investment banker while the women would have taken more casual jobs such as supply chain managers. Why? BECAUSE THEY CHOOSE TO. On average most women just aren't up to working the same hours as men wether or not they have kids to look after. Women also ""get sick"" more than men. What most feminists don't know is that it is completely illegal for a boss to pay two workers differently for the same job but is it the same job? At the McDonalds I work at the male workers keep the shop running while the female workers mostly talk and take really lengthy bathroom breaks. This video also didn't consider that even after the test subjects completed their business degrees not all of them would have gone on to work careers in business. The video just said the income they are making. Why feminist news sources like Buzzfeed and the ABC keep making these type of videos is completely beyond me, all the comments are negative.",2,0
I suggest looking at Prager U's take on this wage gap myth this gap is cause by individual choice,1,0
Thank you vox,1,0
Finally someone who said the real truth.,1,0
"Men work harder and work more dangerous jobs. Say ""Firewomen"" ..tongue twister right? Now say ""cleaning lady"" it flows so smoothly.",2,0
I'm planning to be a human right's lawyer when I grow up. What should I fight for?,1,0
"It's so sad how women are expected to look after the kids, this is bad for men and women",1,0
"The vocal fry and up-talk were excruciating. Like, OMG! I'm going to have to tap-out of an otherwise helpful video if they're present going forward. Sorry!",2,0
"it is very amusing to me, how nowadays everybody loves to feel victimized when they really aren't.",2,0
In reality the wage gap isn't a problem and is non-existent,2,0
Women take twice as many sick days as men - undoubtedly due to children - but the fact is what it is. Men also work far more hours and are 10 x more likely to die on the job. We also pay for the majority of everything - what's that a dinner date? I'm sure you'll be reaching for your purse. In short we deserve it.,2,0
I unsubbed when i saw they uploaded this video...,2,0
"It's almost like people's incomes are based on the hours they work, and the profit they create...",1,0
There are 20-25 blimps in the world right now. Why is blimp pilot an example job?,1,0
"So, in other words, if a woman wants to make the same as a man, she should earn the same education, get the same job, and work the same hours? Got it.",2,0
That vocal fry is unbearable,2,0
No women just don't chose higher paying jobs,2,0
"I quit listening at the ""women earn 60% less"" comment - $250,000 vs $400,000 is 37.5% less or 62.5% as much, but NOT ""60% less"". If they can't even understand grade-school math, can we really trust anything they have to say concerning the Law of Supply and Demand in a free-market economy?",2,0
but what causes that small difference in pay? We know it cannot be gender discrimination because we have the Equal Pay Act which makes it illegal to be paid differently in identical circumstances. So are the men being paid more because they have more education or job experience (Human Capital)? That was not talked about in this video.,2,0
"Don't scroll down. The comment section is anti-feminists who didn't watch the video and are copy and pasting their revolutionary wage-gap arguments despite the video kind of addressing the wage gap ""different jobs and earnings"" issue. You have been warned.",1,0
Aside from any political affiliation and any issue in particular. If you can't do math don't do it.,2,0
Number 1: It doesn't even exist!,2,0
"If there is such thing as the wage gap , wouldn't most men get fired ? Since it's going to be easier to pay ?",2,0
Women work less then men as a whole group so when you take an average women make less then men because they work less as a group,2,0
"Was ready to dislike when I saw this title, and bam, Vox is actually on the RIGHT side here.",1,0
I Notice child support wasnt mentioned.,1,0
"If it is possible to hire women that add the same value as any man on a significantly lower salary then surely free market forces would ensure that NO men are hired; because the leading company in every industry would be the ones which exclusively hire women, due to their wage bill being the lowest and therefore before being able to drive out all the competition with lower prices. Just a thought, or maybe the ""patriarchy"" doesn't want its' firms to be run in the most cost-efficient way because they love oppressing women too much, clearly that is the more likely explanation......",2,0
It's a salary gap not a wage gap.,1,0
Mba grads do not make 400k on average,1,0
"Boy, I need to work for Vox...",1,0
"Wow, a Vox video that wasn't so incredibly cancerous and misleading it made me want to shoot myself. Well done!",3,0
"Vox video animation is great, always enjoy this kind of video, very educational, simple yet infomative",1,0
the graph even says earnings not wage,1,0
Women do not make less than men. They work less. That simple.,2,0
Isn't it illegal to pay two people differently for the same job? How is there a a pay gap within a specific job still?,1,0
"An employer offered a promotion to a woman, whom had young children. She turned it down. comes with more money, and more potential promotions, and grossly more hours.",2,0
1 I did not know vox was feminist 2 search of but my wage gap,1,0
A month ago I was a sexist pig for saying that the wage gap has nothing to do with equal pay for the same work. Marginal progress?,1,0
"There's a little bit of a misstatement at 1:14 -- ""men make 60% more than women"".. When you compare the ratio of one value to another, the primary/original/base value -- that is, the one being compared *to* -- always goes on the bottom of the ratio. So while men at 400k do make 60% more than women at 250k, women at 250k actually make 37.5% less than men at 400k, or stated conversely, those women make 62.5% of what the men make. Written out, women compared to men is: (250/400-1)*100 For men compared to women, it's: (400/250-1)*100",2,0
The reason women do almost all of the work of looking after babies is that feminists have brainwashed the world to believe that men are incapable of nurturing and gentleness. You won't entertain the possibility that a man has any good characteristics or else feminism would collapse in an instant. The other thing feminists refuse to consider is the first thing any man ever does with his pay whenever he gets it: he hands it straight to his wife.,3,0
What people miss about the gender wage gap: The gender wage gap. Because it doesn't exist.,2,0
It is NOT a wage gap. Its an earnings gap.,2,0
"Measure a women's hours, pay per hour, and effort into the work. Then give the male the same job for the same hours and a similar attitude, and effort into work. That's how a good study could be performed. Two similar individuals, of opposite sex.",1,0
They miss the fact that - when you control for hours worked and productivity and intelligence - it's a total 100% myth.,2,0
"I can just see it now: ""DISLIKED. UNSUBBED. THIS DOESN'T SUPPORT MY FEMINIST AGENDA. THIS IS BULLSHIT."" Good video, Vox.",2,0
What people miss: It doesn't exist.,2,0
I miss when the gap was bigger 😔,3,0
