comment,label
freelee just started watching your videos and am in love with you and i actually am going to try a vegan diet but i have a question for you and other vegans below if you can help me i just watched joeys video where he talked about milk and you said how people should cut that out of your diet but i know milk is good for you and makes bones strong so i dont want to cut it but i am just wondering if i can still drink almond milk or dairy free milk because i already am lactose intolerance so just wondering if i should still cut that thanks so much xoxo,NOT
alexandrasgirlytalk has some good vegan recipes in her vid called  what i ate in a day as a vegan ,NOT
im not vegan but slowly heading that way as wellthere are great pasta recipes on pinterest online etc if you have a craving for ice cream i suggest  bananas almond milk to preferred thickness top with sliced almonds vegan dark chocolate for antioxidant benefits and coconut chips sooo good also sweet potatoes with corn chili powder cumin chives and whatever other veggies you like  soo good,NOT
bet she wont last though ,NOT
i would argue that modern feminism and equality has made it harder for women,NOT
you see the wage gap comes up as a really cool statistic for feminists the fact is women earn about the same in the same jobs with the same hours as their male counterparts why did i say about the same because men are much more likely to ask for a raise there is nothing keeping you from earning the same as the men its simply you and science  but that doesnt really change things,NOT
trish remember you can buy vegan cook books and online recipes tofu is a great alternative for meat and talk to a doctor about protein deficiency because you need to make sure you do this the right way or else youll fall back im not vegan im just educated,NOT
jason really dodged a bullet,NOT
there is no question about it they do have an unfair advantage the only question is why are they allowed to compete against girls,NOT
i havent done enough research to form an opinion on the wage gap but the condescending tone of this video really doesnt help its credibility,NOT
trish im gonna be honest seeing just a few minutes of the video i can see where you are confused and kinda questioning yourself if you like please do text me as i would like to help you on information on this as i am trans and gay as well as a leader in a community lgbtq community and my job is to not tell you who you are but to help you understand what things mean and to help you get that help if you need it like coming out and all that so please try and message me as i am not against you not at all my dear i just wish to help you understand dont hate you dont know her fully you dont understand how some people cam be confused and questioning you have never meet her in person so i shall tell you this once leaveheralone she just needs help  i am warning you,NOT
they were born boys,NOT
its not fair but they shouldnt compete they should have their own team,NOT
suck me aff il give u an extra score,NOT
im attracted to only men  min later i have come out as gay and bi me,NOT
out of all the fruits in the world she chooses a banana for the thumbnail,NOT
i love you in x speed so glad someone sugggested it lol it cracks me up,NOT
totally cool vegan burgers dr praggers alsoeat field roast cheese and burgers or sausage it is made out of soy eggplant apples potatoesall in different combinations,NOT
wage gap is real,NOT
she already eats meat again ,NOT
document your journey would love to see day  and how you feel and what you eat in a day  exercise love you you can do it girl,NOT
ahhh this is so exciting i hope you go vegan completely its the best lifestyle,NOT
no matter how many times you flip a coin its still a coin boys will be boys girls will be girls,ABU
am i dying of stage  brain cancer and suffering from crippling depression  yes am i a healthy person that lives a happy life  yes,NOT
i love gay guysbecause i can borrow her clothezlol,NOT
im so happy for you youre going to feel so good ,NOT
vox whats wrong with you it wasnt ultra liberal,NOT
this film is has never been more relevant than right now,NOT
i understand the backlash from this video i understand how misinformed most of this video is but as a member of the lgbt community i think this is an amazing opportunity to educate and correct her on what she thinks is being transgender i think that unfortunately many people share a lot of the same views that trish does in this video i dont know her motives for making this video or how her views became so inaccurate but the way that we as a community react to moments like thesewith backlash and hate or education and unitywill shape the way the world views our community we need to find more ways to unite and educate rather than bash and cancel just my two cents,NOT
yeah men should take more pregnancy breaks wait no but they should spend more time at home breastfeeding the kids hold on its almost like women are biologically designed as caretakers for children also did you ever consider that the pay gap isnt meant to be closed maybe women will always be less competitive maybe women will always want to have kids maybe women will always prefer jobs like teaching kindergarten while men prefer jobs like particle physics,ABU
jesus created boys and girls satan is really working hard disrespectful too the most high i put a porsche bumper sticker on a dodge took it too the porsche dealer its confirmed that its still a dodge,NOT
when i went vegan for  and a half weeks i literally ate so so much not because i was hungry because my meals were so filling that they lasted me from each meal to the other i just liked snacking on stuff out of boredom yet i still lost  pounds a week and also before i went vegan i had problems with an extreme slow metabolism and i was overweight when i stopped being vegan i struggled so much to get back into the routine of no snacking so that i didnt gain too much weight i gained a couple of pounds but i found becoming vegan so easy it was stopping it which was hard my metabolism is still good from it though also my fave dinner was jacket potato with kidney beans in chilli sauce its chilli con carne in a tin with no beef and salad as a side yum and so so easy and filling  good luck,NOT
shes just trolling,NOT
isnt trisha clearly trolling here though,NOT
gigi we have to believe her blaire im gonna kill myself ,NOT
people also miss that the wage gap doesnt exist,NOT
men are more likely to ask for raises,NOT
the problem with this discussion is that people judge the value of a job based solely on the amount of money it gives anyone who has ever looked for a job knows that money is not the only thing one considers you also look at not only flexibility but also commute time travel requirements workplace environment risk of injury opportunity for advancement and many more what this means is that a woman can make less money than a man at the same job while still getting the same value from it even if there is a gender wage gap that doesnt mean there is a gender jobvalue gap,NOT
orange chicken and cajun chicken littles arechicken lol you just ate there lol,NOT
so wait women are whining because they lost the race wait i thought women and men were equal and women were stronger than men women are superwomen and women can do anything what happened to all the delusional big talk now that these transgender women are crushing the other female athletes and why arent the tradcons complaining about girls being in the boy scouts you gotta love the hypocrisy,NOT
wait can i claim to be a attack helicopter so then theres no one else to compete with  i won state i was so good no one showed up ,NOT
yay yay i hope she stays vegan,NOT
as a cis bi girl my attraction to masc women and trans guys are different because one group is women and the other is men i cant really explain it but like they are two separate things in my mind and its very clear to me,NOT
just picked up ohsheglows cookbook the other day has some really easy and great recipes,NOT
dude genetics prove this fallacy muscle development is completely different im calling buuuullshiiiit allowing them to enter and win meets shows its still a mans mothafuckn world and we still have a long way to go as a society saying they are allowing this because of their feelings is fucking selfish and inconsiderate to the laayydeees who work to compete against other laayyydeees born of the same sex disappointment ,ABU
hahn this makes me feel so happy i wanna eat a  pc chicken nugget,NOT
you also need to get rib of all of your brand names leather good tooor the annoying the banana girl will shut you down and she will use your channel content each videos you make and credit on her channel and give you the most annoying advices so watch out she is a lazy ass sitting on her ass and stealing other youtube channels and using on her channel,ABU
long story short women consistently choose jobs that pay less then blame women for it they are also more likely to take time off less likely to work overtime more likely to leave for pregnancy less likely to act for a raise and less likely to ask for a promotion there are studies on all of this but it doesnt fit the feminist narrative so its ignored,ABU
these meat factories are brainwashing their customers saying meat is healthy just like ciggerete companies saying that smoking is healthy and as pure as water during world war  and being vegan is super easy nowadays awesome movie,NOT
quinoa is really good and a good source of protein,NOT
am i the only one who actually hate freelee i get that she is trying to make people vegans but the way she does it is just annoying that bitch is nothing but a bully and no i dont want to start an argument i just hate the living shit out of her ,NOT
why do so many people follow that hideous looking thing im lucky ive never heard of it,NOT
i have eaten a vegan diet for around  years but this climate alarmism makes me want to shoot a panda and light an oil well not that i would but yea feelings man this docco has taken veganism to a hard core extremist religion totally lost me trust me if the general public watches this they will all run a mile disturbingly extremist veganism,NOT
this lady is crazy,NOT
 im not going to invalidate you but i feel as though you need to do some more soul searching and maybe even go to a gender therapist,NOT
i cant believe the world is conforming to this kind of shit,ABU
wtf with this mans,ABU
wage gap is a fantasy,NOT
might as well just start letting transgender men compete in womens boxing same thing right,NOT
trisha talks nonsense to the camera the way people talk to their best friend behind closed doors i respect that,NOT
i am so fucking early,NOT
idk about this i think youre having an identity crisis,NOT
is this because your ex disappeared on you and ended up gay,NOT
freelees gonna have an orgasm when she sees this,NOT
i feel like if you take her seriously thats already a problem like literally her whole history is built off of people looking at her and going wtf and getting a laugh im not mad about it thats just trish lol edifwhen i say you i mean everyone in general,NOT
i love this channel you always know which side of the world it stands on,NOT
gurl u needa try sparkling ice water and it has zero calories zero sugars zero fat and a lot of vitaminshealthy and veganand plus it comes in soooooo many fruity flavors u wont believeim living for it omg u need to try,NOT
love you freelee woohooo,NOT
good luck trish  affer a week of being vegan i lost  pounds felt so happy and the best i ever have definitely the best decision i have ever made,NOT
youve got to wonder why if were designed to eat only plants there are so many meat and dairy substitutes seems to me people crave meat and dairy because hmmm maybe they need it,NOT
blair pretending her face could ever be ugly stfu lol,NOT
this video is most likely a joke,NOT
i think she should be identified as a toddler left to her own device and going through a temper tantrum because she missed her bedtime and wants some attention,ABU
girls athletics will soon be completely destroyed because of this nonsense if you have xy chromosomes everywhere except for half of your sperm you are a male if you have xx chromosomes you are a female period thats science i dont care what hormones you take or what you take to supress other hormones i dont care if you mutilate your body to change your outward appearance i feel tremendous empathy for your confused feelings but your feelings dont change the fact that you are physiologically male males should compete against other males females should compete against other females to do otherwise flies in the face of science and gives a tremendously unfair advantage to boys pretending to be girls maybe its time to add two more categories to student athletics boys who think they are girls and girls who think they are boys then the playing fields are level and no one has an unfair advantage,NOT
im still trying to figure out what this whole  minute video is about shes all over the place this is crazy,NOT
im no vegan but im sure you can eat beans for protein,NOT
and now for my final thought if this mythical wage gap exists its due to your personal irresponsibility kids divorce etc thats your problem dont make it societys problem its called birth control youre woman i hear you roar now let me see you work,ABU
this documentary seems like celebrity boasted bullshit why not hear normal peoples views and concentrate on that,NOT
trish i have always loved and supported u but this is like so much as a pansexual trans man u cant just claim to be trans even tho  seconds later u say ur cis also singular theythem pronouns are completely valid if u are having confusing thoughts about gender and identity u need to figure ur shit out before u talk about it publicly bc rn u have no idea what ur talking about also someone doesnt have to have surgeries to be a man or a woman the person themselves desides if surgery is a thing they want to feel more comfortable pls do research figure ur shit out,NOT
and this is what that movement createsinsanity,NOT
 just here for the comments,NOT
k triggered feminists disliked,NOT
hi banana bitches haha im new here and i really want to go vegan as well can anyone send me resources or advice that have helped you thank you,NOT
omg yaaaaaaaaayayayayyayayayayay trishhhhhhhhh i knew you were my favourite     ,NOT
i think you should watch the slaughter house videos because it does open your eyes up a bit more and make you really realise where your meat is coming from it is very upsetting and hard to watch though,NOT
i hate you prageru but this is a good video,NOT
i suspect a slight bias,NOT
carbs girl carbs  you can still eat junk sometimes you know and please eat a lot,NOT
ahhhhhh trishanooooo idk how to feel about this anymore i think you need a sit down with someone who knows more about this and figure yourself out off camera this is a really serious thing that i wish you left off the internet and figured it all out on your own first with a professional come on,NOT
trisha is so toxic idk why people love her she the absolute worst to me,NOT
agreed with this long ago we needed this video long ago,NOT
shouldnt the conclusion of this be maybe women shouldnt be expected to earn the same as a man while also having to shoulder the majority of the burden at home maybe men take on more domestic responsibility or accept that they may have to provide more financially if they expect their wife to run the home and raise the kids,NOT
here are my tips dont be shy to eat a lot eat until you are satisfied yay  eat your favourite fruits  veg bananas dates melons and avocados are my staples as they are calorie dense super yummy and versatile for carbs go all out rice pasta potatoes quinoa couscous bread cereal etc for protein i love beans lentils tofu nuts peanut butter but there are lots more options too you can find great meat options like the brand gardein  tofurky delicious also give smoothies and banana ice cream a try im sure you will love it ,NOT
elizabeth warren pays her female staff on average a median income of  percent of her male staff now she has five men who are in high level positions and this skews the numbers she has a lot of lowerlevel female staffers who make less and this skews the numbers elizabeth warren does not pay women less money for doing the same job she is not a sexist who pays women less for doing the same job rather her staff gender gap reflects differences in jobs however when she looks at the economy she believes women are making less money for doing the same jobs as men this is why nobody should ever be taken seriously who says equal pay for equal work as if this is what the numbers mean,NOT
the gender wage gap does not exist,NOT
im vegan and i have been for  month good luck,NOT
this is the best moment of my life so proud of you good job freelee,NOT
i bet if they made a man say this they would have been a lot more dislikes,NOT
how can you not eat cheese though  how can you trust things that are trying to replicate something completely different like chemicals and fillers,NOT
even if you feel like a girl you have to compete with the boys because you are a boy,ABU
where tf in this video did she ever show she was transforming into a boy like tf this is clickbate,NOT
fuckers this are men they should never run with the real girls,ABU
this documentary want to make me go out and slaughter baby cows lol,NOT
the problem is that in the current american culture we keep wagesalary a secret somehow thinking that its shameful or private or something and putting a huge taboo on revealing what we are paid to our coworkers when i worked a job that gave me access to payroll data i was shocked how much salaries varied between people doing exactly the same job who had identical experience and tenure when there are many jobs like that then the statistics become hard to extract the gender wage gap from the overall inexplicable wage disparities if every company published how much it paid each employee then we could figure out the breadth and depth of the gap,NOT
hey if you are still vegan try chia seeds for protien potatoes for starch seeds for fats veggies for vitamins fruits are also really goodim vegan as well so if you want any tips i can help you out just let me know girl,NOT
like ive always said wage gap is a joke ive said this exact thing years ago and was laughed at plus in most hourly wage jobs that require physical labor men are usually grossly underpaid while women are overpaid if youve ever worked in a warehouse type job that requires lifting you know im telling the truth the fact is men need fewer days off and we are genetically built to work women are built to reproduce thats not sexism its fact i respect women and if they can do the job they deserve to be paid for it more often than not they are men usually can work more hours and take fewer days off thats the gap not sexism,NOT
 in x looks just like a couple dudes runnin to me,ABU
delete this video,NOT
this is pure comedy lmaooo im so happy to be alive at this time to see all this bullshit going on this niggas really thing they are girls tho lmfaooo they should be in the hospital for mental health not competing,ABU
get red pilled bitches,ABU
and dont start with the male rugby players get paid more than females when was the last time you watched a female sport,NOT
wow a fair video from vox this did not cover it all but it was honest earnings gape not wage gap,NOT
us is trisha trans trisha well yes but actually no,NOT
i truly agree with the video there is no gender wage gap i think having a wage gap is all mental a trick your mind plays because we see a large number of successful people being males an example from group  presentation would be the magazine forbes this magazine is successful people and most of the people on their front cover have been males i has agree with there being no wage gap from the beginning of speaking about the topic but never thought of speaking out and giving my opining because i thought i would been criticized and be looked as a bias person the fallacies in the argument is just like said in the video and command sense and its all about the choices each gender makes its command sense because if a guy and a girl both work at mcdonald they are both getting paid minimum wage same amount of money for the hour but all depends who wants to work more and longer hours an example how choices is key to an argument like the wage gap would be the saying of females live longer this is because its usually the male who pull out ridiculous dangerous stunts that sometimes kill them its all in the choices one makes there is no difference on how much females and males get paid like the video there is no gender wage gap they explain how the number  out of  dollar and that is just what average females make divided by what the average male makes all the factors that fall in to where the money goes people make counts too like said by the website the wage gap state by state that most families depend on the females overall its the factors and choices one makes that make males look like they are getting paid more,NOT
next step trisha finally gets a puppy d,NOT
feelings vs facts next supreme court case,NOT
help me freelee i dont know how to be vegan my mom says its hard for me,NOT
youre also not going to lose weight eating nothing watch hotforfood on youtube and what i ate in a days lauren toyota soups sandwiches and rice bowls like actual food,NOT
earnings gap compare wages for the same position in the same job and that silly gap disappears different pay for different positions is nomal in cases that there is a pay gap for the same work in the same position that is sexism ill need some citations if you find any company that does this and should be changed as it is illigal to pay a women less for the same work,NOT
hum somethings not right you and freelee like really trish,NOT
repeat after me you are not a special snowflake,NOT
well done trisha just stick to  calories a day and eat lots of starchy low fat foods you can literally eat anything you want as long as it doesnt have animal products in meat fish eggs milk cheese honey etc but make sure you eat so proud of you xx,NOT
hello need help i think is awesome the movement its growing so fing much ive been vegan for  months now and i did so much research before taking the decision ive been thinking about it for like a year now i feel good but everyone tells me i look pale or like really weak not out of anger or anything just concern i dont do rt but i really do eat alot always until im full and i really do think i eat a good vegan diet no trash so i really dont understand please someone help cause i do not wanna go back i do not restrict anything i dont come from an eating disorder ive always eaten as much as ive wanted to so im just lost here h e l p,NOT
freelee does nothing but harm the vegan movement oh wait except when she turns massive celebrities vegan and helps change the world i forgot about that because i was so blinded with hatred,NOT
bro yall niggas bigger faster stronger and its not fair your parents are fucking idiots i wonder how that household is being ran,ABU
if trisha says shes trans shes trans,NOT
since child labor laws exist the median earnings per year for  year olds is around zero dollars but the median earnings for adults is over zero dollars so there is an infinity wage gap there,NOT
so proud try eating allot of grains and starches becouse they are verry filling,NOT
not trans maybe schizophrenic,ABU
as far as starbucks you can sub anything with coconut or soy milk theres gotta be great vegan restaurants in la thats the easiest way to introduce yourself into the diet theres a lot of normal food also it doesnt have to be labeled vegan technically oreos are vegan theres substitutes for everything just remember being vegan doesnt mean gnawing on kale and almonds  and dont beat yourself up or give up all together just because you slip once or twice its a big change and you cant expect everyone to transition into it easily every time you choose a cruelty free option youre helping the longer you go the easier and more rewarding it will feel also  from experience try not to bring it up in convo to new people,NOT
theres also the part about the same job the same amount of work the same workplace people will often focus on this especially sjws yet they dint understand that if this is actually the case then what theyre doing has been illegal since  when president john f kennedy passed a law that stated that with the exception of raises it is illegal to pay anyone less or more than any other for the same amount of work in the same profession at the same workplace people often miss things like this however in   women went on trial for this law and approx  in  were deemed legitimate which still works after adding in false negatives and removing false positives,NOT
lol they called themselves brave too funny but for real the girls just need to start acting like rd place is like first place th is the nd and th the new rd ignore the  dudes competing for a meaningless st,NOT
you can eat as many veggies carbs and fruits as you want for example you can eat as much pasta as you want as long as you dont use diary in your sauce watch freelees videosssss they help so so much also you should follow as many vegan instagrams as possible for inspiration i hope you are going to take this serious tris veganism isnt a diet its a lifestyle,NOT
make all sports gender neutral that way everyone compete on the same field or court problem solved,NOT
and there are k feminists disliking this video,NOT
can you have a warning when you put the videos of the chickens and cows please,NOT
when buying coffee ask for soy or coconut milk and no whipped cream,NOT
i went vegetarian  years ago and finally went fully vegan the summer of  i regret not making the switch sooner but im so glad i finally did,NOT
it bothers me how heavily you guys are drawing from that puppet greta thunberg shes very clearly controlled,ABU
wtf k dollars of wage omg,NOT
this is amazing ive been vegan for  years and im only  i am vegan for life im so happy for you good for u and just watching this i can tell ur a lot lighter and just everything i watched it right till the end im glad i clicked on this video,NOT
lol freelee is probably ecstatic about this,NOT
trish wears short hair trish im transgender now,NOT
try a high carb low fat diet i find it works best especially for a vegan lifestyle ,NOT
i only wish the video would have addressed the but women are driven away from those high paying jobs because misogyny argument,NOT
i feel like this is old footage because i am part of the snapchat fam  but good luck if youre starting over now for the next two weeks hugs,NOT
transtrender i label myself as a woman because im kind of a ditz tee hee feminists the fuck you say boy,ABU
it was smart for you guys to place a voice actor instead of a male because of feminist well played ,NOT
am i trans  do i identify with my natural born gender  something doesnt add up,NOT
this isnt right,NOT
prager u did a good video about this a little biased but good facts some of the same things said,NOT
must not confuse and upset lefties with factstruth its bigoted and hateful,NOT
i dont know about you guys but i would be grateful to make  a year,NOT
is this dumb bitch aware that masculine gay men exist too we arent just all feminine extra flamboyant drag queens not only this is highly transphobic but its homophobic as shit too why arent you cancelled yet,ABU
cant finish this video clearly unaddressed trauma and other mental issues have finally taken its toll,ABU
i does not exist,NOT
oh and they make vegan ben  jerrys ice cream its soooo good,NOT
follow up question what factors might be influencing such unanimous choice if  of people choose something that is very suspicious for example imagine a political election with that kind of skewed result consequently the  difference is revealing of perhaps an inequity in treatment that cultivates these choices that presumably should be confronted at least considered and certainly not ignored,NOT
this video absolutely amazing ,NOT
wheres banana bitch and her  cents,ABU
you guys rock ,NOT
im gay most of my friends are gay hella accepting but damn maybe she just worded this horribly wrong,NOT
it is not a wage gap its an earnings gap,NOT
this bitch claims that men just make better choices this video makes me want to throw up,ABU
your only regret will be not doing this sooner so excited for you its really wonderful in so many ways,NOT
sadly i personally know a few women which despite being presented with facts will put their feet down and sustain the rhetoric of the wage gap and the malecentric job market,NOT
this video was done weeks ago she went to korean barbecue after this this is the time she went to the movie premiere with sean,NOT
im so glad you made this omg,NOT
im so proud to be vegan,NOT
thank you vox for finally telling the truth that the wage gap  and in fact all wage gaps are due to individual choice any  wage gap  between men and women is no different then between a doctor and dog sitter all individuals choices,NOT
almondcoconut milk smoothies nice cream frozen bananas blended into ice cream consistency granola coconut milk yogurt hummus and veggiescrackers rice beans and vegan cereals are my staples,NOT
trisha comes across like a confused teenager,NOT
it means that we need to redefine the problem women somehow find it difficult to rise to high paying jobs we should address that,NOT
if women worked as hard as men and got payed less every company would employ women,NOT
wow prager did a video that has sound research am i in an alternative universe,NOT
vegan pizza corn tortilla with vega cheese and vega meat,NOT
check out the hotforfood channel,NOT
dont be petty blaire youre above this,NOT
look it up on line vegan sources of protein i eat a lot of beans and rice my favorite there is actually more vegan sources of protein then there is non vegan good luck for the next two weeks i hope you will continue to see some true long term results that will last,NOT
dad asks is it fair that his child doesnt have a place to belongwellis it fair to greatly inconvenience and demand that the world cater to your sons delusions,NOT
id get through this video if i didnt have to hear your voice and your grunting,NOT
wage gap isnt even real,NOT
love this its so gratifying to see how much change is going on,NOT
you are stunning,NOT
shes probably just trolling like usual this response is still funny though,NOT
she says you can eat as much as you want without gaining weight on a vegan diet if you cycle as much as she does even she herself only eats  calories a day soy can also be the causes of breakouts by the way,NOT
so proud of you trish definitely eat a ton of carbs pasta bread etc and fruit in abundance,NOT
lots of these facts are actually outdated the top  best paying job statistics was from  years ago whilst the  worst was  years ago during this  year gap colleges have progressively invited more female students into colleges and some of the best fulfilling colleges dont accept women as often even today also you account womens maternity leave yet not a mans so that the gap seems closer i think both the extremist feminists and conservatives are both fabricating statistics the gap is more like  cents and there needs to be something done about it in an equality based manner,NOT
this isnt sexism its just common sense well i found my new catchphrase,NOT
nice goddamnit  keep going freelee ,NOT
a big issue that is often missed every company ive ever worked for has had many women who have refused promotions because the male spouse was self employed ie plumbers electricians etc the main goal was more about providing benefits like health and retirement that a selfemployed spouse could not provide,NOT
you should get tofu but you need to flavor it like spices hot sauce soy sauce anything u want,NOT
good luck beautiful,NOT
thank you for speaking the real truth,NOT
trisha looks like a crackhead,ABU
yaaas girl you can do this honestly the more research you do about the animals the more youll be convinced to stay on this lifestyle,NOT
i think shes actually a male to female the voice is very telling actually,NOT
its kinda annoying when people say theyre basically vegetarian like you are or you arent there is no in between,NOT
i think it boils down to the types of jobs income economic stability and inflation just to name a few,NOT
i feel im in a paralel universe right now  you go girl,NOT
your boys end of period idk why people entertaining this crap,ABU
yay good for you trish  vegan is the best choice ive ever made keep it up girl you can do it,NOT
i identify as a baby boa,NOT
you look amazing,NOT
hey im a little confused with one your closing statements with sam smith and jvn are you saying theyre not nonbinary and thats its all a publicity stunt and that is wasnt a thing in  it was it just didnt have a namenoone understood i actually have a couple friends who identify as nonbinary they came out so they could be addressed properly are you saying that celebrities shouldnt come out what about normal sexualities the most talked about are they ok to come out with since you seem to know so much about other peoples sexualities am i ok to come out as pansexual or is that made up too and im actually bisexual or straight since i have a boyfriend thanks love to hear from you,NOT
 hughe nuggets vs skinny chiks lool,NOT
 of the comments are literally men obstinately stating it doesnt exist full stop with no evidence or explanation on a detailed video with backed with research and explanation on the wage gap are you guys even trying,NOT
the world is laughing at western stupidity,NOT
thank god jason got out of this relationship,NOT
eat a lot of nuts and protein shakes are good almond butter is good but i would definitely stick to nut as a protein source i know you like nuts any ways,NOT
hi kitty cat i love you,NOT
also vegetables i know that sounds obvious but popeye had the right idea,NOT
its not going to last,NOT
okay i support transgender but its unfair,ABU
being transgender isnt a game ,NOT
amazing today we found out the new stunning fact that people people want equality of outcome,NOT
trisha is like playing pokemon with labels she has to catch them all shes claimed to be gay bisexual transgender a drug addict and suffers from every mental illness that exists pathetic,ABU
lets regroup and report this one for misleading people,NOT
this girl said tomboy is trans,NOT
facts  evidence  triggered feminist,NOT
maybe women stay at home to look after children because it makes sense too since they earn less ,NOT
youre awesome love your content,NOT
just to let you know fake meat is worse for you than real grassfed meat you might as well not have any meat but fake meat is bad worse,NOT
yaaaaaaaasssssssss so happy to hear this its amazing the vegan community is here for you girl carbs carbs carbs eat those and you will get thin and healthy and feel fantastic so excited for you try banana nice cream,NOT
i eat everything i want  but no dairy its just bad for humans   calories in one meal i fast for  hours i dont do diets and i am jacked and absolutely healthy in every aspect i understand now these diets are for people that are addicted to food so much they dont want quit eating to lose weight diets are for food addicts,NOT
go to veggie grill,NOT
youre full of shit you are just saying this because you have a new music video coming up and you want to stir up drama or whatever youre doing you are so toxic,ABU
im a trans child because chidlren are awesome i am one another truthful honest video thamk you too bad others arent like you bw such a shame,NOT
do i believe im transgender yes  do i identify as my naturally born gender yes   i cant,NOT
trish is such a joke this is just the trisha drama of the week she is just a liar and a troll,NOT
if you are using terms like feminazi or fembitch you are missing the whoooole point representation matters words matter you saggy white boys are running around crying because someone called us out on a legacy of privilege why do you feel threatened by a peer trying to get the same cut that you get because you are sexist cry babies,NOT
this video misses the point ok men do work in jobs that pay more and sometimes this is due to danger or time worked but it doesnt explain why a skilled but feminised profession like nursing which is both skilled and difficult pays fast food wages looking at the caring professions in general even skilled and important ones such as day care social work and nursing professions which women gravitate to and by coincidence they all pay low the argument that businesses would employ women if it were true wtf try and find  women oil rig workersor plumbersor engineers stooopid argument but industry happily does underpay in the professions that women prefer too complex to work out the reason nah in the past when women started working and moved into these fields men payed the wages and undervalued their work the present situation is a result of the past so we can say that the reason for this difference is complex which it probably is or acknowledge that it is unfair regardless of how complex the reason for the present factual situation is and rather than forcing women to move into jobs they might not care for pay them fairly where they predominantly can be found lastly im a guyi dont believe in the premise that this is all down to toxic masculinity but im also not going to deny what is right in front of me my sister is skilled and works with brain damaged adults getting payed  dollars an houri work as a night attendant at a university opening and closing doors requiring no skill or carei get  dollarshappy i dont careand thus get payed a living wage,NOT
ha ha blair wont read this,NOT
whoever did her make up did a great job i loved it it brought up her beautiful features,NOT
it is a genetic advantage,NOT
its the opposite now,NOT
my home was pretty much the opposite my mum made the most money and worked two jobs while my dad worked at home made less money and looked after my brother and i,NOT
what did freelee say at ,NOT
great job freelee hope she sticks with it,NOT
yay trishi rt is my fav type of vegan diet especially if you like feeling satisfied good luck,NOT
statistics on wage gaps are almost usually manpliated to make it look like its a real thing but the reality is that when you put all the factors in and not just add the occupancies and wage per hour you can make a clear deduction that the gender wage gap is in fact horse manure and on par with the flat earthers who believe the earth is flat,NOT
 im gender fluid and im ok with my gender but sometimes im not and yes i have dysphoria so this kinda wrong,NOT
yayyy trisha watch that vegans couple new video good luck  oh and u live in la so im sure u have a ton of vegan fast food restaurants ps if it dosent  work out pleas at least stay vegetarian,NOT
you have to believe them um this is america i dont have to do anything except pay taxes and die,NOT
im sorry i dont comprehend this,NOT
yes the wage gap exists but not because of injustice or discrimination people in free capitalist societies are free to do whatever they want women and men make different choices in life and so they earn different medium wages since this is not an issue why do we need to address it why do we need to close the wage gap when this is the result of individual freedom,NOT
shes doing that voice thing that she used to do in her trolling videos,NOT
oh no facts as a feminist i need to ignore so i can continue my agenda,NOT
 unless i need to retake basic mathematics i believe that  is not  less than  but okay,NOT
so why call it a gender wage gap as opposed to a when are you available to work wage gap,NOT
i became vegan  years ago im so happy to be part of this im from latinoamerica,NOT
im pleasantly surprised at this video from vox also the gender wage gap to the dollar is actually around  cents less than men this is as the video states partially due to child bearing and raising a family but there is more to this part of it can also be women being told youll only make this much compared to men because of the wage gap so they dont strive to succeed more or perhaps move into a lesser job or even worse go into gender studies and only spend their life cursing the frightening patriarchy men generally being more aggressive when it comes to jobs as in more actively asking for a raise or promotion,NOT
you facist idiots the gender wage gap has been debunked several times,ABU
the wage gap is the difference between the gdp of women and men women avoid jobs like carpentry drywall plumbing roofing welding mining forestry flooring window and door installation home heating and cooling electrical wiring and power supply cement forming brick laying even for   hour with generous union benefits and lots of overtime women just dont want those jobs men to them and take home good pay cheques  feminists only look at big league ceos and corporate board rooms as the source of the wage gap when in fact the wage gap is created everytime they call for a plumber to fix their toilet or have a guy install a new tiles in the kitchen,NOT
this is so perfect you the woman talking are a smart person no one ever takes factors into account and boom theres the answer im saying anyone who thinks this is bull has no common sense end of story,NOT
you just need to make sure to eat enough you can eat as much as you want try to stick to raw foods and you may even need to count calories just to make sure your body is getting enough food this is amazing proud of you,NOT
hey i was wondering if anyone has any advice or anything ive been vegan for about six months and recently i got a stress fracture in my foot every time i tell someone they just say oh drink some milk or oh it must be because youre lacking calcium i know it probably doesnt have anything to do with veganism and my doctor even says it doesnt but i was just wondering if anyone has had any similar problems or if anyone could tell me if there actually is a correlation and i should be doing something different,NOT
good job trish,NOT
what the fuck also why does she look like this now,ABU
wage gap aka  bullshit,NOT
easy vegan protein black beans hummus peanut butter for any vegan meal you can add one of those for your protein d also check out unnatural vegans youtube channel ,NOT
it has been illegal to pay woman less than man since the s tho,NOT
those some slow as transgenders because my county would blow them just from looking at their lead from them other girls and they needa leave my sport alone because this makes me livid,ABU
what is this based vox im shook,NOT
thank you guys for this amazing work you do to make this world a better place,NOT
children decrease your income and increase your expenses significantly which is why i never understood why some people choose to have them does anyone know the percentage of children who were actually planned for those that were planned what were the reasons such as pressure from parents pressure from spouse etc some people will tell you they dont regret having unplanned kids but theyre just making the best of the situation since they couldve chosen them later or never at all if having children was so great then sex wouldnt need to be so awesome its lifes biggest scam,NOT
wouldnt this just be androgynous or nonbinary,NOT
me a trans man living my damn life trisha fucking paytas i choose to identify as male me a trans man imma head out,NOT
how many vegan women on this channel want to have sex with a real man instead of a soy boy vegan boy,NOT
